#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","PYGN01001262.1",88309,220808,"+",,,"C0J52_12906","PSN36187.1",1744,"hypothetical protein C0J52_12906"
"Un","PYGN01001262.1",118007,118411,"-",,,"C0J52_12907","PSN36186.1",134,"hypothetical protein C0J52_12907"
"Un","PYGN01001262.1",118007,118348,"-",,,"C0J52_12907","PSN36185.1",113,"hypothetical protein C0J52_12907"
"Un","PYGN01001262.1",143173,144974,"-",,,"C0J52_12908","PSN36177.1",301,"hypothetical protein C0J52_12908"
"Un","PYGN01001262.1",240887,241287,"+",,,"C0J52_12909","PSN36176.1",117,"hypothetical protein C0J52_12909"
"Un","PYGN01001262.1",241089,241357,"-",,,"C0J52_12910","PSN36190.1",79,"hypothetical protein C0J52_12910"
"Un","PYGN01001262.1",265987,268452,"+",,,"C0J52_12911","PSN36191.1",150,"hypothetical protein C0J52_12911, partial"
"Un","PYGN01001262.1",286736,296042,"+",,"HYDIN_1","C0J52_12912","PSN36188.1",131,"Hydrocephalus-inducing protein, partial"
"Un","PYGN01000951.1",1128057,1130617,"-",,,"C0J52_24608","PSN39020.1",102,"hypothetical protein C0J52_24608, partial"
"Un","PYGN01000951.1",1134016,1156723,"+",,,"C0J52_24609","PSN39019.1",156,"hypothetical protein C0J52_24609"
"Un","PYGN01000952.1",20239,22119,"-",,"Ir342","C0J52_38673","PSN39008.1",626,"Ionotropic receptor 342"
"Un","PYGN01000952.1",59757,61637,"-",,"Ir341","C0J52_38674","PSN39007.1",626,"Ionotropic receptor 341"
"Un","PYGN01000952.1",116871,117424,"+",,,"C0J52_14017","PSN39006.1",119,"hypothetical protein C0J52_14017"
"Un","PYGN01000952.1",127137,129317,"+",,"RAB24","C0J52_14018","PSN39005.1",68,"Ras-related protein Rab-24"
"Un","PYGN01000952.1",165843,166291,"-",,,"C0J52_14019","PSN39004.1",55,"hypothetical protein C0J52_14019"
"Un","PYGN01000952.1",208375,234052,"-",,"Pgam2","C0J52_14020","PSN39000.1",254,"Phosphoglycerate mutase 2"
"Un","PYGN01000952.1",254101,315746,"+",,,"C0J52_14021","PSN39001.1",925,"hypothetical protein C0J52_14021"
"Un","PYGN01000952.1",350003,397584,"-",,"APN1_1","C0J52_14022","PSN39002.1",948,"Aminopeptidase N"
"Un","PYGN01000952.1",452159,452536,"-",,,"C0J52_14023","PSN39003.1",125,"hypothetical protein C0J52_14023"
"Un","PYGN01000952.1",454115,457523,"-",,,"C0J52_14024","PSN38996.1",101,"hypothetical protein C0J52_14024"
"Un","PYGN01000952.1",458549,465971,"-",,,"C0J52_14025","PSN38997.1",296,"Ubiquitin thioesterase OTU1"
"Un","PYGN01000952.1",483331,505522,"-",,"PGP","C0J52_14027","PSN38999.1",304,"Glycerol-3-phosphate phosphatase"
"Un","PYGN01000952.1",483753,484274,"+",,,"C0J52_14026","PSN38998.1",173,"hypothetical protein C0J52_14026"
"Un","PYGN01000952.1",520610,534194,"-",,,"C0J52_14028","PSN38994.1",151,"hypothetical protein C0J52_14028"
"Un","PYGN01000952.1",527771,567028,"+",,"SLC25A15","C0J52_14029","PSN38995.1",271,"Mitochondrial ornithine transporter 1"
"Un","PYGN01000952.1",584616,584987,"+",,,"C0J52_14030","PSN39012.1",123,"hypothetical protein C0J52_14030"
"Un","PYGN01000952.1",591649,591891,"-",,,"C0J52_14031","PSN39011.1",80,"hypothetical protein C0J52_14031"
"Un","PYGN01000952.1",617124,629952,"-",,,"C0J52_14032","PSN39010.1",576,"hypothetical protein C0J52_14032"
"Un","PYGN01000952.1",672915,673118,"-",,,"C0J52_14033","PSN39009.1",67,"hypothetical protein C0J52_14033, partial"
"Un","PYGN01000952.1",675948,676169,"-",,,"C0J52_14034","PSN39017.1",73,"hypothetical protein C0J52_14034"
"Un","PYGN01000952.1",682118,708988,"-",,,"C0J52_14035","PSN39016.1",506,"hypothetical protein C0J52_14035"
"Un","PYGN01000952.1",727093,746569,"+",,,"C0J52_14036","PSN39014.1",504,"hypothetical protein C0J52_14036"
"Un","PYGN01000952.1",738549,738758,"-",,,"C0J52_14037","PSN39013.1",62,"hypothetical protein C0J52_14037"
"Un","PYGN01001678.1",312654,315359,"+",,"ACP20_1","C0J52_15271","PSN33419.1",107,"Adult-specific cuticular protein ACP-20"
"Un","PYGN01001678.1",320202,321940,"+",,"CU19_8","C0J52_15272","PSN33417.1",128,"Cuticle protein 19"
"Un","PYGN01001678.1",322299,328432,"+",,"CU19_14","C0J52_15273","PSN33405.1",126,"Cuticle protein 19"
"Un","PYGN01001678.1",328791,335839,"+",,"CU08_0","C0J52_15274","PSN33416.1",79,"Cuticle protein 8, partial"
"Un","PYGN01001678.1",355464,355862,"+",,,"C0J52_15275","PSN33404.1",83,"hypothetical protein C0J52_15275, partial"
"Un","PYGN01001679.1",28455,47019,"+",,,"C0J52_24044","PSN33392.1",75,"hypothetical protein C0J52_24044"
"Un","PYGN01001679.1",132064,132327,"+",,,"C0J52_24045","PSN33391.1",77,"hypothetical protein C0J52_24045, partial"
"Un","PYGN01001679.1",227425,228474,"-",,,"C0J52_24046","PSN33394.1",80,"hypothetical protein C0J52_24046"
"Un","PYGN01001679.1",232278,232472,"+",,,"C0J52_24047","PSN33393.1",64,"hypothetical protein C0J52_24047, partial"
"Un","PYGN01001679.1",239767,252660,"-",,"AMN1","C0J52_24048","PSN33397.1",235,"Protein AMN1"
"Un","PYGN01001679.1",253092,258398,"+",,"Tim8","C0J52_24049","PSN33396.1",89,"Mitochondrial import inner membrane translocase subunit Tim8"
"Un","PYGN01001679.1",321566,336023,"-",,,"C0J52_24050","PSN33395.1",249,"hypothetical protein C0J52_24050"
"Un","PYGN01001680.1",47627,47953,"-",,"F52C9.6_5","C0J52_27817","PSN33389.1",108,"putative uncharacterized transposon-derived protein F52C9.6"
"Un","PYGN01001680.1",87812,197432,"+",,,"C0J52_27818","PSN33390.1",127,"hypothetical protein C0J52_27818"
"Un","PYGN01001681.1",21641,26962,"+",,,"C0J52_19885","PSN33378.1",402,"hypothetical protein C0J52_19885"
"Un","PYGN01001262.1",305184,315766,"+",,,"C0J52_12913","PSN36189.1",381,"hypothetical protein C0J52_12913"
"Un","PYGN01001262.1",340442,344983,"+",,,"C0J52_12914","PSN36194.1",117,"hypothetical protein C0J52_12914"
"Un","PYGN01001262.1",366620,401437,"+",,"Hydin_0","C0J52_12915","PSN36195.1",475,"Hydrocephalus-inducing protein, partial"
"Un","PYGN01001262.1",421879,463096,"-",,"Ppib","C0J52_12916","PSN36192.1",196,"Peptidyl-prolyl cis-trans isomerase B"
"Un","PYGN01001262.1",474921,535510,"-",,"MICU3","C0J52_12917","PSN36193.1",361,"Calcium uptake protein 3"
"Un","PYGN01001263.1",1278,1469,"+",,,"C0J52_24211","PSN36172.1",56,"hypothetical protein C0J52_24211"
"Un","PYGN01001263.1",9299,12686,"+",,"gba-4_1","C0J52_24212","PSN36173.1",93,"putative glucosylceramidase 4"
"Un","PYGN01001263.1",48913,111575,"-",,"glrx3","C0J52_24213","PSN36174.1",310,"Glutaredoxin-3"
"Un","PYGN01001263.1",157258,157515,"-",,,"C0J52_24215","PSN36169.1",85,"hypothetical protein C0J52_24215, partial"
"Un","PYGN01001263.1",393082,395085,"-",,,"C0J52_24216","PSN36170.1",330,"hypothetical protein C0J52_24216"
"Un","PYGN01001263.1",455046,459345,"+",,"Npdc1","C0J52_24217","PSN36171.1",101,"Neural proliferation differentiation and control protein 1"
"Un","PYGN01001263.1",567488,567832,"+",,,"C0J52_24218","PSN36175.1",114,"hypothetical protein C0J52_24218, partial"
"Un","PYGN01001264.1",6830,76403,"-",,,"C0J52_16997","PSN36166.1",1363,"hypothetical protein C0J52_16997"
"Un","PYGN01001264.1",67661,67912,"+",,,"C0J52_16998","PSN36167.1",83,"hypothetical protein C0J52_16998"
"Un","PYGN01001264.1",83068,98138,"-",,,"C0J52_16999","PSN36168.1",956,"hypothetical protein C0J52_16999"
"Un","PYGN01001264.1",102830,178844,"-",,,"C0J52_17000","PSN36163.1",2118,"hypothetical protein C0J52_17000"
"Un","PYGN01001264.1",163178,163477,"+",,,"C0J52_17001","PSN36162.1",82,"hypothetical protein C0J52_17001, partial"
"Un","PYGN01001264.1",171664,264911,"+",,,"C0J52_17002","PSN36161.1",2006,"hypothetical protein C0J52_17002"
"Un","PYGN01001264.1",273580,275065,"-",,"CUO7_2","C0J52_17003","PSN36160.1",172,"Cuticle protein 7"
"Un","PYGN01001264.1",325124,330794,"+",,,"C0J52_17004","PSN36165.1",78,"hypothetical protein C0J52_17004"
"Un","PYGN01001264.1",335750,348688,"+",,,"C0J52_17005","PSN36164.1",253,"hypothetical protein C0J52_17005"
"Un","PYGN01001265.1",1243,1581,"-",,,"C0J52_13261","PSN36148.1",112,"hypothetical protein C0J52_13261, partial"
"Un","PYGN01001265.1",9057,64435,"+",,,"C0J52_13262","PSN36147.1",605,"hypothetical protein C0J52_13262"
"Un","PYGN01001265.1",45784,52161,"-",,"MED19","C0J52_13263","PSN36146.1",237,"Mediator of RNA polymerase II transcription subunit 19"
"Un","PYGN01001265.1",69923,71656,"+",,"NOP58","C0J52_13264","PSN36152.1",577,"Nucleolar protein 58"
"Un","PYGN01001265.1",79276,98428,"-",,,"C0J52_13265","PSN36151.1",918,"UPF0505 protein"
"Un","PYGN01001265.1",162975,171708,"-",,,"C0J52_13267","PSN36149.1",634,"hypothetical protein C0J52_13267, partial"
"Un","PYGN01001265.1",222918,260925,"+",,,"C0J52_13266","PSN36150.1",654,"hypothetical protein C0J52_13266"
"Un","PYGN01001265.1",332640,334245,"+",,,"C0J52_13268","PSN36154.1",315,"hypothetical protein C0J52_13268"
"Un","PYGN01001265.1",344507,450282,"+",,,"C0J52_13269","PSN36153.1",719,"hypothetical protein C0J52_13269"
"Un","PYGN01001265.1",450932,467868,"+",,,"C0J52_13270","PSN36156.1",109,"hypothetical protein C0J52_13270"
"Un","PYGN01001265.1",457491,465419,"-",,"FBXO28","C0J52_13271","PSN36157.1",376,"F-box only protein 28"
"Un","PYGN01001265.1",666399,680370,"+",,,"C0J52_13272","PSN36158.1",137,"hypothetical protein C0J52_13272"
"Un","PYGN01001265.1",682305,689572,"+",,"HNRNPL","C0J52_13273","PSN36159.1",254,"Heterogeneous nuclear ribonucleoprotein L"
"Un","PYGN01001265.1",693565,693738,"-",,,"C0J52_13274","PSN36155.1",58,"hypothetical protein C0J52_13274, partial"
"Un","PYGN01001266.1",35414,35584,"+",,,"C0J52_24057","PSN36141.1",56,"hypothetical protein C0J52_24057"
"Un","PYGN01001266.1",236086,236253,"-",,,"C0J52_24058","PSN36142.1",55,"hypothetical protein C0J52_24058, partial"
"Un","PYGN01001266.1",369409,377860,"+",,,"C0J52_24059","PSN36143.1",118,"hypothetical protein C0J52_24059"
"Un","PYGN01001266.1",444806,464782,"+",,,"C0J52_24060","PSN36145.1",138,"hypothetical protein C0J52_24060"
"Un","PYGN01001266.1",513428,533550,"+",,,"C0J52_24061","PSN36144.1",157,"hypothetical protein C0J52_24061"
"Un","PYGN01000954.1",183269,183592,"-",,,"C0J52_11333","PSN38980.1",107,"hypothetical protein C0J52_11333"
"Un","PYGN01000954.1",187477,187650,"-",,,"C0J52_11334","PSN38979.1",57,"hypothetical protein C0J52_11334"
"Un","PYGN01000954.1",270625,271106,"+",,,"C0J52_11335","PSN38978.1",103,"hypothetical protein C0J52_11335"
"Un","PYGN01000954.1",284420,323327,"+",,"Cyp301a1_0","C0J52_11336","PSN38977.1",512,"putative cytochrome P450 301a1"
"Un","PYGN01000954.1",307238,375531,"-",,,"C0J52_11337","PSN38976.1",91,"hypothetical protein C0J52_11337"
"Un","PYGN01000954.1",327476,358100,"+",,"Or66","C0J52_38675","PSN38988.1",476,"Odorant receptor 66"
"Un","PYGN01000954.1",376975,407430,"-",,"king-tubby","C0J52_11338","PSN38975.1",416,"Protein king tubby"
"Un","PYGN01000954.1",558019,558258,"+",,,"C0J52_11340","PSN38969.1",79,"hypothetical protein C0J52_11340"
"Un","PYGN01000954.1",567426,614304,"-",,,"C0J52_11341","PSN38970.1",496,"hypothetical protein C0J52_11341"
"Un","PYGN01000954.1",621191,621712,"+",,"Mdp1_2","C0J52_11342","PSN38966.1",173,"Magnesium-dependent phosphatase 1"
"Un","PYGN01000954.1",621191,621712,"+",,"Mdp1_2","C0J52_11342","PSN38967.1",173,"Magnesium-dependent phosphatase 1"
"Un","PYGN01000954.1",625310,625927,"-",,,"C0J52_11343","PSN38968.1",115,"hypothetical protein C0J52_11343"
"Un","PYGN01000954.1",652565,654118,"-",,,"C0J52_11344","PSN38973.1",517,"hypothetical protein C0J52_11344"
"Un","PYGN01000954.1",681055,689896,"-",,,"C0J52_11345","PSN38974.1",552,"hypothetical protein C0J52_11345"
"Un","PYGN01000954.1",710512,736548,"+",,,"C0J52_11346","PSN38971.1",239,"hypothetical protein C0J52_11346"
"Un","PYGN01000954.1",747009,803072,"+",,,"C0J52_11347","PSN38972.1",320,"hypothetical protein C0J52_11347"
"Un","PYGN01000954.1",789024,789263,"-",,,"C0J52_11348","PSN38964.1",79,"hypothetical protein C0J52_11348"
"Un","PYGN01000954.1",835691,837093,"-",,,"C0J52_11349","PSN38965.1",76,"hypothetical protein C0J52_11349"
"Un","PYGN01000954.1",837273,840119,"-",,"Drosha","C0J52_11350","PSN38985.1",948,"Ribonuclease 3"
"Un","PYGN01000954.1",856355,856743,"-",,,"C0J52_11351","PSN38984.1",56,"hypothetical protein C0J52_11351, partial"
"Un","PYGN01000954.1",861402,861704,"-",,,"C0J52_11352","PSN38987.1",100,"hypothetical protein C0J52_11352"
"Un","PYGN01000954.1",862753,863785,"-",,,"C0J52_11353","PSN38986.1",229,"hypothetical protein C0J52_11353"
"Un","PYGN01000955.1",18825,19184,"-",,,"C0J52_24455","PSN38961.1",119,"hypothetical protein C0J52_24455"
"Un","PYGN01000955.1",22729,22908,"-",,,"C0J52_24456","PSN38959.1",59,"hypothetical protein C0J52_24456"
"Un","PYGN01000955.1",44325,44513,"-",,,"C0J52_24457","PSN38960.1",62,"hypothetical protein C0J52_24457, partial"
"Un","PYGN01000955.1",44531,44731,"-",,,"C0J52_24458","PSN38962.1",66,"hypothetical protein C0J52_24458"
"Un","PYGN01000955.1",52881,115913,"-",,"rpy-1","C0J52_24459","PSN38963.1",401,"43 kDa receptor-associated protein of the synapse"
"Un","PYGN01000955.1",156659,156916,"-",,,"C0J52_24460","PSN38957.1",85,"hypothetical protein C0J52_24460"
"Un","PYGN01000955.1",218775,219216,"-",,,"C0J52_24461","PSN38956.1",122,"hypothetical protein C0J52_24461"
"Un","PYGN01000955.1",272283,272465,"+",,,"C0J52_24462","PSN38955.1",60,"hypothetical protein C0J52_24462"
"Un","PYGN01000955.1",327565,328275,"+",,,"C0J52_24463","PSN38954.1",236,"hypothetical protein C0J52_24463"
"Un","PYGN01000955.1",385054,385275,"+",,,"C0J52_24464","PSN38958.1",73,"hypothetical protein C0J52_24464"
"Un","PYGN01000956.1",10513,14960,"-",,"trappc2","C0J52_08928","PSN38951.1",221,"Trafficking protein particle complex subunit 2"
"Un","PYGN01000956.1",15320,16005,"+",,"DPH3","C0J52_08929","PSN38952.1",86,"DPH3 protein"
"Un","PYGN01000956.1",66105,66923,"-",,,"C0J52_08930","PSN38948.1",272,"hypothetical protein C0J52_08930"
"Un","PYGN01000956.1",69310,70320,"+",,"slc35b4","C0J52_08931","PSN38947.1",336,"UDP-xylose and UDP-N-acetylglucosamine transporter"
"Un","PYGN01000956.1",92380,95387,"-",,,"C0J52_08932","PSN38946.1",132,"hypothetical protein C0J52_08932"
"Un","PYGN01000956.1",96986,99286,"+",,,"C0J52_08933","PSN38945.1",139,"hypothetical protein C0J52_08933"
"Un","PYGN01000956.1",106349,129240,"-",,,"C0J52_08934","PSN38944.1",364,"hypothetical protein C0J52_08934"
"Un","PYGN01000956.1",145934,146110,"-",,,"C0J52_08935","PSN38943.1",58,"hypothetical protein C0J52_08935"
"Un","PYGN01001681.1",33124,33285,"+",,,"C0J52_19886","PSN33380.1",53,"hypothetical protein C0J52_19886"
"Un","PYGN01001681.1",47963,52137,"+",,,"C0J52_19887","PSN33379.1",399,"hypothetical protein C0J52_19887"
"Un","PYGN01001681.1",51810,115314,"-",,,"C0J52_19888","PSN33382.1",95,"hypothetical protein C0J52_19888"
"Un","PYGN01001681.1",130564,130781,"-",,,"C0J52_19889","PSN33381.1",60,"hypothetical protein C0J52_19889"
"Un","PYGN01001681.1",159544,160364,"-",,"tko","C0J52_19890","PSN33383.1",148,"40S ribosomal protein S12"
"Un","PYGN01001681.1",200965,222647,"+",,,"C0J52_19891","PSN33388.1",341,"hypothetical protein C0J52_19891"
"Un","PYGN01001681.1",261184,264202,"+",,,"C0J52_19892","PSN33386.1",80,"hypothetical protein C0J52_19892"
"Un","PYGN01001681.1",287329,291190,"+",,,"C0J52_19893","PSN33387.1",157,"hypothetical protein C0J52_19893"
"Un","PYGN01001681.1",316350,327116,"+",,,"C0J52_19894","PSN33384.1",322,"hypothetical protein C0J52_19894"
"Un","PYGN01001681.1",337348,338568,"+",,,"C0J52_19895","PSN33385.1",111,"hypothetical protein C0J52_19895"
"Un","PYGN01001681.1",344033,345281,"+",,,"C0J52_19896","PSN33377.1",106,"hypothetical protein C0J52_19896, partial"
"Un","PYGN01001682.1",1242,68067,"+",,,"C0J52_27961","PSN33376.1",202,"hypothetical protein C0J52_27961"
"Un","PYGN01001683.1",1,30735,"-",,,"C0J52_23694","PSN33373.1",2799,"hypothetical protein C0J52_23694, partial"
"Un","PYGN01001683.1",30888,62455,"-",,,"C0J52_23695","PSN33372.1",244,"hypothetical protein C0J52_23695, partial"
"Un","PYGN01001683.1",110534,110782,"+",,,"C0J52_23696","PSN33375.1",82,"hypothetical protein C0J52_23696"
"Un","PYGN01001683.1",133127,160757,"-",,,"C0J52_23697","PSN33374.1",1451,"hypothetical protein C0J52_23697"
"Un","PYGN01001683.1",202651,203394,"+",,,"C0J52_23698","PSN33371.1",158,"hypothetical protein C0J52_23698"
"Un","PYGN01001683.1",227052,283021,"+",,,"C0J52_23699","PSN33370.1",515,"hypothetical protein C0J52_23699"
"Un","PYGN01001684.1",19114,49007,"+",,,"C0J52_20280","PSN33369.1",297,"hypothetical protein C0J52_20280"
"Un","PYGN01001684.1",59483,67247,"+",,,"C0J52_20281","PSN33368.1",213,"hypothetical protein C0J52_20281"
"Un","PYGN01001684.1",124989,132778,"+",,,"C0J52_20282","PSN33367.1",147,"hypothetical protein C0J52_20282"
"Un","PYGN01001684.1",209235,268389,"+",,,"C0J52_20284","PSN33365.1",181,"hypothetical protein C0J52_20284"
"Un","PYGN01001684.1",231129,239205,"-",,"Coa6","C0J52_20283","PSN33366.1",75,"Cytochrome c oxidase assembly factor 6"
"Un","PYGN01001684.1",268778,279973,"+",,,"C0J52_20285","PSN33364.1",334,"hypothetical protein C0J52_20285"
"Un","PYGN01001684.1",297401,345667,"-",,,"C0J52_20286","PSN33363.1",529,"hypothetical protein C0J52_20286"
"Un","PYGN01001684.1",353551,355199,"-",,,"C0J52_20287","PSN33362.1",212,"hypothetical protein C0J52_20287"
"Un","PYGN01001684.1",374444,381676,"+",,,"C0J52_20288","PSN33361.1",2410,"hypothetical protein C0J52_20288"
"Un","PYGN01001685.1",578,736,"+",,,"C0J52_23838","PSN33360.1",52,"hypothetical protein C0J52_23838"
"Un","PYGN01001685.1",202730,203002,"+",,,"C0J52_23839","PSN33359.1",90,"hypothetical protein C0J52_23839"
"Un","PYGN01001685.1",288836,326750,"+",,"ergic3","C0J52_23840","PSN33355.1",383,"Endoplasmic reticulum-Golgi intermediate compartment protein 3"
"Un","PYGN01001685.1",317204,319599,"-",,"romo1","C0J52_23841","PSN33356.1",78,"Reactive oxygen species modulator 1"
"Un","PYGN01001685.1",338755,346308,"+",,,"C0J52_23842","PSN33357.1",387,"hypothetical protein C0J52_23842"
"Un","PYGN01001685.1",443325,444651,"-",,,"C0J52_23843","PSN33358.1",212,"hypothetical protein C0J52_23843, partial"
"Un","PYGN01001686.1",7629,62326,"+",,,"C0J52_27712","PSN33353.1",164,"hypothetical protein C0J52_27712"
"Un","PYGN01001686.1",156007,156387,"+",,,"C0J52_27713","PSN33354.1",126,"hypothetical protein C0J52_27713"
"Un","PYGN01001687.1",303483,305349,"+",,,"C0J52_27179","PSN33352.1",321,"hypothetical protein C0J52_27179"
"Un","PYGN01001688.1",90070,119704,"+",,,"C0J52_27572","PSN33350.1",52,"hypothetical protein C0J52_27572"
"Un","PYGN01001688.1",90996,92480,"-",,,"C0J52_27573","PSN33351.1",494,"hypothetical protein C0J52_27573"
"Un","PYGN01001691.1",152497,300971,"-",,,"C0J52_27931","PSN33349.1",272,"hypothetical protein C0J52_27931"
"Un","PYGN01001693.1",1491,12534,"-",,,"C0J52_16397","PSN33348.1",458,"hypothetical protein C0J52_16397"
"Un","PYGN01001267.1",111421,120944,"-",,,"C0J52_24833","PSN36140.1",157,"hypothetical protein C0J52_24833"
"Un","PYGN01001267.1",281663,281920,"+",,,"C0J52_24834","PSN36137.1",85,"hypothetical protein C0J52_24834"
"Un","PYGN01001267.1",409261,415539,"-",,,"C0J52_24835","PSN36138.1",472,"hypothetical protein C0J52_24835"
"Un","PYGN01001267.1",425364,457543,"-",,,"C0J52_24836","PSN36139.1",2234,"hypothetical protein C0J52_24836, partial"
"Un","PYGN01001268.1",67345,67665,"-",,,"C0J52_28123","PSN36135.1",106,"hypothetical protein C0J52_28123"
"Un","PYGN01001268.1",140073,140414,"-",,,"C0J52_28124","PSN36136.1",113,"hypothetical protein C0J52_28124"
"Un","PYGN01001271.1",3212,4597,"+",,"fj_1","C0J52_27880","PSN36133.1",461,"Extracellular serine/threonine protein kinase four-jointed"
"Un","PYGN01001271.1",209947,211383,"-",,,"C0J52_27881","PSN36134.1",60,"hypothetical protein C0J52_27881"
"Un","PYGN01001272.1",213912,214124,"+",,,"C0J52_27686","PSN36131.1",71,"hypothetical protein C0J52_27686, partial"
"Un","PYGN01001272.1",272155,272595,"-",,,"C0J52_27687","PSN36132.1",146,"hypothetical protein C0J52_27687"
"Un","PYGN01001272.1",298549,298746,"+",,"Timm10","C0J52_27688","PSN36130.1",65,"Mitochondrial import inner membrane translocase subunit Tim10"
"Un","PYGN01001273.1",8263,34295,"-",,,"C0J52_25498","PSN36123.1",131,"hypothetical protein C0J52_25498"
"Un","PYGN01001273.1",54708,55532,"-",,,"C0J52_25499","PSN36122.1",274,"hypothetical protein C0J52_25499"
"Un","PYGN01001273.1",88541,89161,"-",,,"C0J52_25500","PSN36129.1",206,"hypothetical protein C0J52_25500, partial"
"Un","PYGN01001273.1",100078,100323,"+",,,"C0J52_25501","PSN36128.1",81,"hypothetical protein C0J52_25501"
"Un","PYGN01001273.1",298188,298508,"+",,,"C0J52_25502","PSN36124.1",106,"hypothetical protein C0J52_25502, partial"
"Un","PYGN01001273.1",423449,425030,"+",,,"C0J52_25503","PSN36127.1",146,"hypothetical protein C0J52_25503, partial"
"Un","PYGN01001273.1",493360,502831,"-",,"Pqbp1","C0J52_25504","PSN36126.1",62,"Polyglutamine-binding protein 1"
"Un","PYGN01001273.1",529417,533625,"-",,,"C0J52_25505","PSN36125.1",262,"hypothetical protein C0J52_25505, partial"
"Un","PYGN01001274.1",1817,9613,"-",,,"C0J52_17193","PSN36111.1",84,"hypothetical protein C0J52_17193"
"Un","PYGN01001274.1",19378,19983,"+",,,"C0J52_17194","PSN36113.1",201,"hypothetical protein C0J52_17194"
"Un","PYGN01001274.1",292981,298144,"-",,,"C0J52_17195","PSN36112.1",188,"hypothetical protein C0J52_17195"
"Un","PYGN01001274.1",299524,320140,"-",,,"C0J52_17196","PSN36115.1",1227,"hypothetical protein C0J52_17196"
"Un","PYGN01001274.1",305754,326374,"+",,,"C0J52_17197","PSN36114.1",70,"hypothetical protein C0J52_17197"
"Un","PYGN01001274.1",338623,349908,"+",,,"C0J52_17198","PSN36110.1",338,"hypothetical protein C0J52_17198"
"Un","PYGN01001274.1",353101,370735,"+",,,"C0J52_17199","PSN36109.1",102,"hypothetical protein C0J52_17199"
"Un","PYGN01001274.1",361183,388406,"-",,"DppIII","C0J52_17200","PSN36117.1",676,"Dipeptidyl peptidase 3"
"Un","PYGN01001274.1",395140,415160,"-",,,"C0J52_17201","PSN36116.1",460,"hypothetical protein C0J52_17201"
"Un","PYGN01001274.1",422291,433202,"-",,"vih","C0J52_17202","PSN36119.1",177,"Ubiquitin-conjugating enzyme E2 C"
"Un","PYGN01001274.1",433737,450489,"+",,,"C0J52_17203","PSN36118.1",359,"Uncharacterized protein C0J52_17203"
"Un","PYGN01001274.1",465296,469752,"+",,,"C0J52_17204","PSN36121.1",528,"hypothetical protein C0J52_17204"
"Un","PYGN01001274.1",466908,500194,"-",,,"C0J52_17205","PSN36120.1",102,"hypothetical protein C0J52_17205, partial"
"Un","PYGN01001275.1",6221,83101,"+",,"SLC4A10","C0J52_13090","PSN36093.1",911,"Sodium-driven chloride bicarbonate exchanger"
"Un","PYGN01001275.1",18723,70566,"-",,,"C0J52_13091","PSN36094.1",116,"hypothetical protein C0J52_13091"
"Un","PYGN01001275.1",88029,88757,"-",,,"C0J52_13092","PSN36095.1",242,"hypothetical protein C0J52_13092"
"Un","PYGN01001275.1",90548,90946,"-",,,"C0J52_13093","PSN36096.1",113,"hypothetical protein C0J52_13093"
"Un","PYGN01001275.1",91303,106999,"-",,,"C0J52_13094","PSN36097.1",184,"hypothetical protein C0J52_13094, partial"
"Un","PYGN01001275.1",113031,124757,"-",,"VhaSFD_0","C0J52_13095","PSN36098.1",300,"V-type proton ATPase subunit H"
"Un","PYGN01001275.1",168817,169014,"+",,,"C0J52_13096","PSN36099.1",56,"hypothetical protein C0J52_13096"
"Un","PYGN01000956.1",178843,179363,"-",,,"C0J52_08936","PSN38942.1",121,"hypothetical protein C0J52_08936"
"Un","PYGN01000956.1",196964,203204,"-",,"ARFIP2","C0J52_08937","PSN38941.1",314,"Arfaptin-2"
"Un","PYGN01000956.1",203909,205461,"+",,,"C0J52_08938","PSN38950.1",109,"hypothetical protein C0J52_08938"
"Un","PYGN01000956.1",210066,220814,"-",,"Taf7","C0J52_08939","PSN38949.1",444,"Transcription initiation factor TFIID subunit 7"
"Un","PYGN01000956.1",224554,245543,"+",,,"C0J52_08940","PSN38935.1",598,"hypothetical protein C0J52_08940"
"Un","PYGN01000956.1",286286,337927,"+",,,"C0J52_08941","PSN38953.1",1060,"hypothetical protein C0J52_08941"
"Un","PYGN01000956.1",319727,326608,"-",,,"C0J52_08942","PSN38933.1",398,"hypothetical protein C0J52_08942"
"Un","PYGN01000956.1",338157,437943,"-",,,"C0J52_08943","PSN38934.1",1787,"hypothetical protein C0J52_08943"
"Un","PYGN01000956.1",443816,448387,"-",,,"C0J52_08944","PSN38938.1",1523,"hypothetical protein C0J52_08944"
"Un","PYGN01000956.1",464660,470012,"-",,"RpL23","C0J52_08945","PSN38939.1",140,"60S ribosomal protein L23"
"Un","PYGN01000956.1",470705,481100,"+",,"alkbh6","C0J52_08946","PSN38936.1",193,"Alpha-ketoglutarate-dependent dioxygenase alkB 6"
"Un","PYGN01000956.1",483313,504190,"-",,"PRCP","C0J52_08947","PSN38937.1",445,"Lysosomal Pro-X carboxypeptidase"
"Un","PYGN01000956.1",585544,629491,"+",,,"C0J52_08948","PSN38940.1",1131,"hypothetical protein C0J52_08948"
"Un","PYGN01000957.1",927,125572,"+",,,"C0J52_11859","PSN38926.1",493,"hypothetical protein C0J52_11859"
"Un","PYGN01000957.1",8663,59596,"-",,"SEPT7","C0J52_11860","PSN38919.1",518,"Septin-7"
